CANDIDATE UNSAT [3498,15808,82581,6632,115237,41495,122899,39032,36292,57395,57670]
CANDIDATE UNSAT [3498,15808,82581,6632,122917,41495,122899,39032,36292,49715,57670]
CANDIDATE UNSAT [3498,15808,82581,6632,57445,41495,122899,39032,36292,49715,123142]
CANDIDATE UNSAT [3498,15808,82581,6632,57445,41495,123139,39272,36292,49715,123142]
CANDIDATE UNSAT [3498,15808,82581,6632,57445,41495,123139,39272,36292,49715,123142]
CANDIDATE UNSAT [3498,15808,82581,6632,57445,41495,123139,39272,36292,49715,123142]
CANDIDATE UNSAT [3498,15808,82581,6632,90213,41495,123139,72040,36292,49715,123142]
CANDIDATE UNSAT [3498,15688,82581,6632,90213,41495,123139,72160,36292,49715,123142]
CANDIDATE UNSAT [11658,7528,82581,6632,90213,41495,123139,72160,36292,49715,123142]
CANDIDATE UNSAT [11658,7528,82581,6632,90213,41495,123139,72160,36292,49715,123142]
CANDIDATE UNSAT [11658,7528,82581,6632,90211,41495,123139,72160,36290,49715,123142]
CANDIDATE UNSAT [11658,7528,82581,6632,90211,41495,115459,72160,36290,57395,123142]
CANDIDATE UNSAT [11658,7528,82581,6632,90211,41495,115459,72160,36290,57395,123142]
CANDIDATE UNSAT [11658,73056,82581,6632,90211,41495,115459,6632,36290,57395,123142]
CANDIDATE UNSAT [11658,73056,82579,6632,90211,41495,115461,6632,36290,57395,123142]
